"filename", "language", "Groovy", "Batch", "JavaScript", "Java Properties", "Java", "XML", "JSON", "Objective-C", "Markdown", "C++", "comment", "blank", "total"
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/navigation/HomeStack.js", "JavaScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 4, 11, 107
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/navigation/HomeTab.js", "JavaScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 6, 10, 84
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/navigation/PostStack.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 6, 14, 51
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/navigation/SavedStack.js", "JavaScript", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 3, 7, 122
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/navigation/navigationTheme.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/patterns/AnswererCard.js", "JavaScript", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 9, 16, 98
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/patterns/CategoryCard.js", "JavaScript", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 7, 18, 104
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/patterns/SearchResultsCard copy.js", "JavaScript", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 7, 18, 104
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/patterns/SliderView.js", "JavaScript", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 7, 18, 118
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/AccountSettings.js", "JavaScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 5, 16, 95
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/Accounts.js", "JavaScript", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 6, 21, 200
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/CheckEmail.js", "JavaScript", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 6, 16, 184
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/Confirm.js", "JavaScript", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 6, 16, 130
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/ConfirmDeleteUser.js", "JavaScript", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 6, 23, 200
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/EditPage.js", "JavaScript", 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 17, 26, 274
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/EditUserProfile.js", "JavaScript", 0, 0, 261, 0, 0, 0, 0, 0, 0, 0, 10, 37, 308
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/MyPostDetail.js", "JavaScript", 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 13, 45, 309
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/MyPosts.js", "JavaScript", 0, 0, 202, 0, 0, 0, 0, 0, 0, 0, 11, 28, 241
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/PersonalInfo.js", "JavaScript", 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 20, 36, 241
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/ResetEmail.js", "JavaScript", 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 7, 20, 177
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/AccountScreens/UserProfile.js", "JavaScript", 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 33, 35, 235
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/ExploreScreens/Explore.js", "JavaScript", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 17, 24, 165
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/ExploreScreens/ExploreListing.js", "JavaScript", 0, 0, 481, 0, 0, 0, 0, 0, 0, 0, 46, 56, 583
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/ExploreScreens/SearchUser.js", "JavaScript", 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 34, 33, 276
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/HomeScreens/HomePage.js", "JavaScript", 0, 0, 323, 0, 0, 0, 0, 0, 0, 0, 51, 49, 423
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/PostScreens/Blank.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 7, 25
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/PostScreens/PostPage.js", "JavaScript", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 18, 29, 235
